app_name,avg_rating,review_counts,higher_price,play_store_price,app_store_price,purchase_price,longevity_in_years,gross_profit,net_profit,android_genre,apple_genre
T-Mobile,4.2,502607,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Tools,Productivity
Airbnb,4.2,381784,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Travel & Local,Travel
Best Buy,4.2,266540,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Shopping,Shopping
WEB.DE Mail,4.2,226709,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Communication,Productivity
Shopkins World!,4.2,172656,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Arcade;Action & Adventure,Games
ADP Mobile Solutions,4.2,93509,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Business,Business
Bike Unchained,4.2,84174,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Sports,Games
Crazy Freekick,4.2,47916,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Sports,Games
Firefox Focus: The privacy browser,4.2,37395,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Communication,Utilities
Amex Mobile,4.2,36150,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Finance,Finance
SONIC Drive-In,4.2,20989,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Food & Drink,Food & Drink
Angry Birds Go!,4.1,3922171,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Racing,Games
Google Street View,4.1,2131148,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Travel & Local,Travel
UNO ™ & Friends,4.1,1797468,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Card,Games
Dumb Ways to Die 2: The Games,4.1,1682953,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Casual,Games
Tom Loves Angela,4.1,1113066,$0.99 ,$0.00 ,$0.99 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Entertainment,Entertainment
Angry Birds Friends,4.1,853408,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Arcade,Games
Tom's Love Letters,4.1,733516,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Entertainment,Entertainment
LEGO® Juniors Create & Cruise,4.1,678798,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Educational;Action & Adventure,Games
DRAGON BALL Z DOKKAN BATTLE,4.1,655476,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Action,Games
Amazon Prime Video,4.1,455350,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Entertainment,Entertainment
WatchESPN,4.1,448544,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Sports,Sports
Bejeweled Blitz,4.1,443666,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Puzzle,Games
diep.io,4.1,357280,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Action,Games
MARVEL Avengers Academy,4.1,321482,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Adventure,Games
King of Avalon: Dragon Warfare,4.1,309978,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Strategy,Games
Google Slides,4.1,254487,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Productivity,Productivity
TED,4.1,187692,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Education,Education
Peggle Blast,4.1,177779,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Card,Games
My Little Pony: Harmony Quest,4.1,150615,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Casual;Action & Adventure,Entertainment
Cartoon Wars 3,4.1,138653,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Role Playing,Games
NASCAR MOBILE,4.1,97285,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Sports,Sports
Google Classroom,4.1,75438,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Education,Education
Driving Zone,4.1,52089,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Racing,Games
Infinite Painter,4.1,36880,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Art & Design,Productivity
Ao Oni2,4.1,21230,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Adventure,Games
Get 'Em,4.1,7944,$0.99 ,$0.00 ,$0.99 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Action,Games
Google Translate,4,5770175,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Tools,Reference
Netflix,4,5764788,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Entertainment,Entertainment
slither.io,4,5342140,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Action,Games
Hangouts,4,3455819,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Communication,Social Networking
Dropbox,4,1910732,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Productivity,Productivity
Speedtest by Ookla,4,1093810,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Tools,Utilities
Boomerang from Instagram,4,931093,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Photography,Photo & Video
VSCO,4,764289,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Photography,Photo & Video
iFunny :),4,602101,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Entertainment,Entertainment
Fitbit,4,447913,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Health & Fitness,Health & Fitness
Allrecipes Dinner Spinner,4,171230,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Food & Drink,Food & Drink
Does not Commute,4,159753,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Racing,Games
NBA,4,152000,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Sports,Sports
RISK: Global Domination,4,73776,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",9,"$90,000.00 ","$80,000.00 ",Board;Action & Adventure,Games
"sugar, sugar",4.4,1544,$1.20 ,$1.20 ,$0.99 ,"$12,000.00 ",9,"$90,000.00 ","$78,000.00 ",Puzzle,Games
Bloons TD 5,4.6,232164,$2.99 ,$2.99 ,$2.99 ,"$29,900.00 ",10,"$100,000.00 ","$70,100.00 ",Strategy,Games
Five Nights at Freddy's,4.6,128193,$2.99 ,$2.99 ,$2.99 ,"$29,900.00 ",10,"$100,000.00 ","$70,100.00 ",Action,Games
Five Nights at Freddy's 2,4.6,92026,$2.99 ,$2.99 ,$2.99 ,"$29,900.00 ",10,"$100,000.00 ","$70,100.00 ",Strategy,Games
Five Nights at Freddy's 3,4.6,37732,$2.99 ,$2.99 ,$2.99 ,"$29,900.00 ",10,"$100,000.00 ","$70,100.00 ",Action,Games
Riptide GP: Renegade,4.6,4740,$2.99 ,$2.99 ,$2.99 ,"$29,900.00 ",10,"$100,000.00 ","$70,100.00 ",Racing,Games
Tsuro - The Game of the Path,4.6,2734,$2.99 ,$2.99 ,$2.99 ,"$29,900.00 ",10,"$100,000.00 ","$70,100.00 ",Board;Brain Games,Games
Toca Kitchen 2,4.5,1016236,$2.99 ,$0.00 ,$2.99 ,"$29,900.00 ",10,"$100,000.00 ","$70,100.00 ",Educational;Pretend Play,Education
Threema,4.5,51306,$2.99 ,$2.99 ,$2.99 ,"$29,900.00 ",10,"$100,000.00 ","$70,100.00 ",Communication,Social Networking
The Game of Life,4.5,20935,$2.99 ,$2.99 ,$2.99 ,"$29,900.00 ",10,"$100,000.00 ","$70,100.00 ",Board,Games
Vikings: an Archer's Journey,4.5,10350,$2.99 ,$0.00 ,$2.99 ,"$29,900.00 ",10,"$100,000.00 ","$70,100.00 ",Action,Games
Pocket Yoga,4.5,6582,$2.99 ,$2.99 ,$2.99 ,"$29,900.00 ",10,"$100,000.00 ","$70,100.00 ",Health & Fitness,Health & Fitness
"Alizay, pirate girl",4.5,211,$2.99 ,$2.99 ,$2.99 ,"$29,900.00 ",10,"$100,000.00 ","$70,100.00 ",Casual;Action & Adventure,Book
Fruit Ninja Classic,4.4,783984,$1.99 ,$0.99 ,$1.99 ,"$19,900.00 ",9,"$90,000.00 ","$70,100.00 ",Arcade,Games
Can Knockdown 3,4.3,350638,$1.99 ,$0.00 ,$1.99 ,"$19,900.00 ",9,"$90,000.00 ","$70,100.00 ",Arcade,Games
True Skate,4.2,140474,$1.99 ,$1.99 ,$1.99 ,"$19,900.00 ",9,"$90,000.00 ","$70,100.00 ",Sports,Games
Twitter,3.9,12018317,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",News & Magazines,News
Google Earth,3.9,2785062,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Travel & Local,Travel
LinkedIn,3.9,1297209,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Social,Social Networking
Just Dance Now,3.9,796593,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Music,Games
Ingress,3.9,394064,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Adventure,Games
Nick,3.9,136528,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Entertainment;Music & Video,Entertainment
STARZ,3.9,97156,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Entertainment,Entertainment
"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",3.9,92249,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Sports,Sports
Premier League - Official App,3.9,64472,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Sports,Sports
PBS KIDS Video,3.9,44864,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Education;Music & Video,Education
Chick-fil-A,3.9,33648,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Food & Drink,Food & Drink
Kids A-Z,3.9,29313,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Education;Education,Education
Facebook,3.8,81117933,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Social,Social Networking
Tinder,3.8,2932815,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Lifestyle,Lifestyle
YouNow: Live Stream Video Chat,3.8,321951,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Social,Social Networking
DIRECTV,3.8,316492,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Entertainment,Entertainment
Timehop,3.8,211120,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Social,Social Networking
Edmodo,3.8,207333,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Education,Education
Citi Mobile®,3.8,127128,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Finance,Finance
DB Navigator,3.8,120197,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Maps & Navigation,Travel
USA TODAY,3.8,110983,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",News & Magazines,News
NBC News,3.8,95901,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",News & Magazines,News
NHL,3.8,84489,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Sports,Sports
Geocaching®,3.8,75427,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Health & Fitness,Navigation
Whataburger,3.8,5290,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Food & Drink,Food & Drink
Uber Driver,3.7,1258019,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Business,Business
Mobile Strike,3.7,928327,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Strategy,Games
Wells Fargo Mobile,3.7,293777,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Finance,Finance
Pokémon GO,3.6,10680732,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Adventure,Games
Uber,3.6,4974609,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Maps & Navigation,Travel
PAC-MAN,3.6,1194524,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Arcade,Games
Messenger,3.6,419491,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Social,Social Networking
Redbox,3.6,175269,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Entertainment,Entertainment
Epson iPrint,3.6,111007,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Tools,Photo & Video
Thomas & Friends: Race On!,3.6,29408,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Casual;Action & Adventure,Games
Mad Libs,3.5,126015,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Entertainment;Brain Games,Entertainment
Southwest Airlines,3.5,55333,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",Travel & Local,Travel
Sky News,3.5,30405,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",8,"$80,000.00 ","$70,000.00 ",News & Magazines,News
Toca Life: City,4.6,34664,$3.99 ,$3.99 ,$2.99 ,"$39,900.00 ",10,"$100,000.00 ","$60,100.00 ",Education;Pretend Play,Education
Dr. Panda & Toto's Treehouse,4.5,3851,$3.99 ,$3.99 ,$3.99 ,"$39,900.00 ",10,"$100,000.00 ","$60,100.00 ",Casual;Pretend Play,Entertainment
DRAGON QUEST,4.4,10078,$2.99 ,$2.99 ,$2.99 ,"$29,900.00 ",9,"$90,000.00 ","$60,100.00 ",Role Playing,Games
Out There Chronicles - Ep. 1,4.2,1603,$2.99 ,$2.99 ,$1.99 ,"$29,900.00 ",9,"$90,000.00 ","$60,100.00 ",Role Playing,Games
Dr. Panda Hospital,4.2,1463,$2.99 ,$2.99 ,$2.99 ,"$29,900.00 ",9,"$90,000.00 ","$60,100.00 ",Education;Pretend Play,Education
Dr. Panda Supermarket,4.1,1699,$2.99 ,$2.99 ,$2.99 ,"$29,900.00 ",9,"$90,000.00 ","$60,100.00 ",Educational;Pretend Play,Education
Dr. Panda Farm,4.1,293,$2.99 ,$2.99 ,$2.99 ,"$29,900.00 ",9,"$90,000.00 ","$60,100.00 ",Education;Pretend Play,Education
Storm Shield,4,4516,$2.99 ,$0.00 ,$2.99 ,"$29,900.00 ",9,"$90,000.00 ","$60,100.00 ",Weather,Weather
Google Play Movies & TV,3.4,907579,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Video Players & Editors,Entertainment
myAT&T,3.4,189339,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Productivity,Utilities
H&M,3.4,42616,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Lifestyle,Shopping
Fly Delta,3.4,35654,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Travel & Local,Travel
BET NOW - Watch Shows,3.4,15774,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Entertainment,Entertainment
SHOWTIME,3.4,13612,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Entertainment,Entertainment
Snapchat,3.3,17335158,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Social,Photo & Video
NFL,3.3,487113,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Sports,Sports
Battlefield™ Companion,3.3,264596,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Action,Social Networking
T-Mobile Tuesdays,3.3,56357,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Lifestyle,Lifestyle
MTV,3.2,41266,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Entertainment,Entertainment
U by BB&T,3.2,17390,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Finance,Finance
Super Mario Run,3.1,1309854,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Action,Games
United Airlines,3,36195,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Travel & Local,Travel
NCAA Sports,3,4908,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",7,"$70,000.00 ","$60,000.00 ",Sports,Sports
Alto's Adventure,4.6,523273,$4.99 ,$0.00 ,$4.99 ,"$49,900.00 ",10,"$100,000.00 ","$50,100.00 ",Action,Games
Hitman GO,4.6,92787,$4.99 ,$0.99 ,$4.99 ,"$49,900.00 ",10,"$100,000.00 ","$50,100.00 ",Puzzle,Games
My Talking Pet,4.6,15273,$4.99 ,$4.99 ,$1.99 ,"$49,900.00 ",10,"$100,000.00 ","$50,100.00 ",Entertainment,Entertainment
Battleheart Legacy,4.6,10796,$4.99 ,$4.99 ,$4.99 ,"$49,900.00 ",10,"$100,000.00 ","$50,100.00 ",Role Playing,Games
Retro City Rampage DX,4.6,484,$4.99 ,$2.99 ,$4.99 ,"$49,900.00 ",10,"$100,000.00 ","$50,100.00 ",Action,Games
F-Sim Space Shuttle,4.5,11830,$4.99 ,$4.99 ,$4.99 ,"$49,900.00 ",10,"$100,000.00 ","$50,100.00 ",Simulation,Games
Toca Builders,4.4,8430,$3.99 ,$3.99 ,$2.99 ,"$39,900.00 ",9,"$90,000.00 ","$50,100.00 ",Education;Creativity,Education
Sago Mini Babies,4.3,323,$3.99 ,$3.99 ,$2.99 ,"$39,900.00 ",9,"$90,000.00 ","$50,100.00 ",Education;Pretend Play,Education
My College Bookstore,2.9,886,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",6,"$60,000.00 ","$50,000.00 ",Shopping,Shopping
McDonald's,2.8,149535,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",6,"$60,000.00 ","$50,000.00 ",Food & Drink,Food & Drink
NBC Sports,2.8,125614,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",6,"$60,000.00 ","$50,000.00 ",Sports,Sports
AirWatch Agent,2.8,22123,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",6,"$60,000.00 ","$50,000.00 ",Business,Business
myChevrolet,2.8,7830,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",6,"$60,000.00 ","$50,000.00 ",Lifestyle,Lifestyle
AMC,2.6,23948,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",6,"$60,000.00 ","$50,000.00 ",Entertainment,Entertainment
SNCF,2.5,15757,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",6,"$60,000.00 ","$50,000.00 ",Travel & Local,Travel
Farming Simulator 16,4.4,35449,$4.99 ,$2.99 ,$4.99 ,"$49,900.00 ",9,"$90,000.00 ","$40,100.00 ",Simulation;Education,Games
Paprika Recipe Manager,4.3,3023,$4.99 ,$4.99 ,$4.99 ,"$49,900.00 ",9,"$90,000.00 ","$40,100.00 ",Food & Drink,Food & Drink
NBA JAM by EA SPORTS™,4.2,78092,$4.99 ,$4.99 ,$4.99 ,"$49,900.00 ",9,"$90,000.00 ","$40,100.00 ",Sports;Action & Adventure,Games
Don't Starve: Pocket Edition,4.2,21730,$4.99 ,$4.99 ,$4.99 ,"$49,900.00 ",9,"$90,000.00 ","$40,100.00 ",Adventure,Games
"Please, Don't Touch Anything",4.2,2150,$4.99 ,$4.99 ,$4.99 ,"$49,900.00 ",9,"$90,000.00 ","$40,100.00 ",Puzzle,Games
LEGO® Friends,4.2,1254,$4.99 ,$4.99 ,$4.99 ,"$49,900.00 ",9,"$90,000.00 ","$40,100.00 ",Casual;Pretend Play,Games
LEGO Batman: DC Super Heroes,4.1,10274,$4.99 ,$4.99 ,$4.99 ,"$49,900.00 ",9,"$90,000.00 ","$40,100.00 ",Adventure;Action & Adventure,Games
Puffin Browser Pro,3.8,25812,$3.99 ,$3.99 ,$3.99 ,"$39,900.00 ",8,"$80,000.00 ","$40,100.00 ",Communication,Utilities
Philips Hue,2.3,12005,$0.00 ,$0.00 ,$0.00 ,"$10,000.00 ",5,"$50,000.00 ","$40,000.00 ",Lifestyle,Lifestyle
The EO Bar,4.9,663,$6.99 ,$6.99 ,$6.99 ,"$69,900.00 ",10,"$100,000.00 ","$30,100.00 ",Health & Fitness,Health & Fitness
RollerCoaster Tycoon® Classic,4.3,12589,$5.99 ,$5.99 ,$5.99 ,"$59,900.00 ",9,"$90,000.00 ","$30,100.00 ",Simulation,Games
Assassin's Creed Identity,3.9,46046,$4.99 ,$1.99 ,$4.99 ,"$49,900.00 ",8,"$80,000.00 ","$30,100.00 ",Action,Games
I am Bread,3.8,2024,$4.99 ,$4.99 ,$4.99 ,"$49,900.00 ",8,"$80,000.00 ","$30,100.00 ",Adventure,Games
Don't Starve: Shipwrecked,3.8,1963,$4.99 ,$4.99 ,$4.99 ,"$49,900.00 ",8,"$80,000.00 ","$30,100.00 ",Adventure,Games
Peppa Pig: Party Time,2.9,61,$2.99 ,$2.99 ,$0.99 ,"$29,900.00 ",6,"$60,000.00 ","$30,100.00 ",Educational;Pretend Play,Education
My Movies Pro - Movie & TV Collection Library,4.6,7786,$7.99 ,$7.99 ,$7.99 ,"$79,900.00 ",10,"$100,000.00 ","$20,100.00 ",Lifestyle,Catalogs
Grand Theft Auto: San Andreas,4.2,381495,$6.99 ,$6.99 ,$6.99 ,"$69,900.00 ",9,"$90,000.00 ","$20,100.00 ",Action,Games
Baldur's Gate: Enhanced Edition,4.3,21555,$9.99 ,$9.99 ,$9.99 ,"$99,900.00 ",9,"$90,000.00 ","($9,900.00)",Role Playing,Games
XCOM®: Enemy Within,4.1,16607,$9.99 ,$9.99 ,$9.99 ,"$99,900.00 ",9,"$90,000.00 ","($9,900.00)",Strategy,Games
FINAL FANTASY V,4.5,17732,$14.99 ,$7.99 ,$14.99 ,"$149,900.00 ",10,"$100,000.00 ","($49,900.00)",Role Playing,Games
AnatomyMapp,3.8,103,$14.99 ,$14.99 ,$9.99 ,"$149,900.00 ",8,"$80,000.00 ","($69,900.00)",Medical,Medical
"Muscle Premium - Human Anatomy, Kinesiology, Bones",4.4,574,$24.99 ,$24.99 ,$19.99 ,"$249,900.00 ",9,"$90,000.00 ","($159,900.00)",Medical,Medical
